"Character";"Line";"Season";"Episode_Number"
"Mr. Brown";" Wait a second.";1;2
"Michael";" [Bleep] They always want credit for something they supPOSED to do!";1;2
"Mr. Brown";" Stop it!";1;2
"Michael";" [As Chris Rock] What you want a cookie?  ";1;2
"Mr. Brown";" Now, this is a simple acronym. HERO. Uh, at Diversity Today, we believe it is very easy to be a HERO. All you need are honesty, empathy, respect and open-mindedness.";1;2
"Dwight";" Excuse me, I’m sorry, but that’s not all it takes to be a hero.";1;2
"Mr. Brown";" Oh, great. Well, what is a hero to you?";1;2
"Dwight";" A hero kills people, people that wish him harm.";1;2
"Mr. Brown";" OK.";1;2
"Dwight";" A hero is part-human and part-supernatural. A hero is born out of a childhood trauma, or out of a disaster that must be avenged.";1;2
"Mr. Brown";" Ok, you’re thinking of a superhero.";1;2
"Dwight";" We all have a hero in our heart.";1;2
"Mr. Brown";" Now, I need you to take these forms. This kind of expresses the joint experience we had today. And I need you to look ’em over and sign them as kind of a group pledge.";1;2
"Michael";" [Clears throat] I don’t think I can sign this.";1;2
"Mr. Brown";" I can’t leave until you do.";1;2
"Michael";" Well, OK, it says here that I learned something and I knew all this stuff already, so… I know, I could sign something that says that I taught something, or that I helped you teach something, so… Pam! Where is she? Pam, could we change something on this?";1;2
"Mr. Brown";" Michael, can I talk to you candidly?";1;2
"Michael";" Sure.  ";1;2
"Mr. Brown";" We both know that I’m here because of the comments you made.";1;2
"Michael";" Here’s the thing. This office, I think this is very advanced in terms of… racial awareness and it’s probably more advanced than you’re used to. That’s probably throwing you off a little bit.";1;2
"Mr. Brown";" Um, it’s not throwing me. I need your signature.";1;2
"Michael";" OK, well I know. You told me that several times.";1;2
"Mr. Brown";" Yes, but you’re not listening to me. Yours is the only signature I need.      ";1;2
"Michael";" OK.";1;2
"Mr. Brown";" Those are my instructions from the Corporate offices to put you through this seminar for the comments that you made. The reason I made copies for everyone was so you wouldn’t be embarrassed.";1;2
"Michael";" Well, here I am thinking that you actually cared about diversity training. And you don’t.";1;2
"Mr. Brown";" Don’t worry about dating.";1;2
"Michael";"  I won’t.";1;2
"Mr. Brown";" OK. Thank you.";1;2
"Michael";" Yeah, yeah.  ";1;2
"Michael";" “I regret my actions. I regret offending my coworkers. I pledge to bring my best spirit of honesty, empathy, respect and open-mindedness…” Open-mindedness, is that even a word? “…into the workplace. In this way, I can truly be a hero. Signed, Daffy Duck.” [Laughing] He’s going to lose it when he reads that.  ";1;2
"Jim";" Yeah, hi. Is Mr. Decker around? Oh, well, could you just have him call me after lunch? Thank you.";1;2
"Michael";" “I pledge to always keep an open mind and an open heart.” I do believe… in that part of the pledge I that just read. But a pledge? Come on. I mean who are we, the Girl Scouts? No. Look… the guy, “Mr. Brown,” he got us halfway there. He got us talking. Well, no. I got us talking. He got us nothing. He insulted us and he abandoned us. You call that diversity training? I don’t. Were there any connections between any of us? Did anyone look each other in the eye? Was there any emotion going on? No. Where was the heart? I didn’t see any heart. Where was my Oprah moment? OK, get as much done as you can before lunch because, afterward, I’m going to have you all in tears.  ";1;2
"Michael";" All right? Everybody pretty? Come on. Here we go. It’s time. Let’s do some good.";1;2
"Toby";" Hey, we’re not all going to sit in a circle Indian style are we? [Laughing]";1;2
"Michael";" Get out.";1;2
"Toby";" I’m sorry.";1;2
"Michael";" No, this is not a joke. OK? That was offensive and lame. So double offensive. This is an environment of welcoming and you should just get the hell out of here. OK, let’s go. Let’s do it. Come on. Let’s have some fun, everybody. Here we go. Take a seat. Cop a squat. And um… thanks for coming in. Um… Diversity… is the cornerstone of progress as I’ve always said. But don’t take my word for it. Let’s take a look at the tape.  ";1;2
"Michael";" [on the tape] Hi. I’m Michael Scott. I’m in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I’m also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, “If you’re a racist, I will attack you with the North.” And those are the principles that I carry with me in the workplace.  ";1;2
"Michael";" OK. Questions? Comments? Anybody? Jim?";1;2
"Jim";" :";1;2
"Michael";" Yes. I only had an hour to put it together but I’m going to add on to it later on.";1;2
"Kevin";" It was kind of hard to hear.";1;2
"Michael";" Uh, yes. That probably had something to do with the camera work. Anybody else? Um…";1;2
"Kelly";" I have a customer meeting.";1;2
"Michael";" Yeah, well, if you leave we’ll only have two left. Yes. Enjoy. Absolutely. Namaste. Ok, well since I am leading this, let’s get down to business and why don’t I just kind of introduce myself, OK? Um. I am Michael and I am part English, Irish, German and Scottish. Sort of a virtual United Nations. But what some of you might not know is that I am also part Native American Indian.";1;2
"Oscar";" What part Native American?";1;2
"Michael";" Two fifteenths.";1;2
"Oscar";" Two fifteenths, that fraction doesn’t make any sense.";1;2
"Michael";" Well, you know what, it’s kind of hard for me to talk about it. Their suffering. So who else? Let’s get this popping. Come on. Who’s going? Who’s going? Let’s go here. Oscar, right here. You’re on.";1;2
"Oscar";" OK, Michael, um… Both my parents were born in Mexico.";1;2
"Michael";" Oh, yeah…";1;2
"Oscar";" And, uh, they moved to the United Sates a year before I was born. So I grew up in the United States.";1;2
"Michael";" Wow.";1;2
"Oscar";" My parents were Mexican.";1;2
"Michael";" Wow. That is… That is a great story. That’s the American Dream right there, right?";1;2
"Oscar";" Thank… Yeah…";1;2
"Michael";" Um, let me ask you, is there a term besides Mexican that you prefer? Something less offensive?";1;2
"Oscar";" Mexican isn’t offensive.";1;2
"Michael";" Well, it has certain connotations.";1;2
"Oscar";" Like what?";1;2
"Michael";" Like… I don’t… I don’t know.";1;2
"Oscar";" What connotations, Michael? You meant something.";1;2
"Michael";" No. Now, remember that honesty…";1;2
"Oscar";" I’m just curious.";1;2
"Michael";" …empathy, respect… [Phone ringing] Jim! Jim!";1;2
"Jim";" Hello? Hello?  ";1;2
"Michael";" I have something here. I want you to take a card. Put it on your fore… Don’t look at the card. I want you to take the card and put it on your forehead and… Take a card, take a card, any card. Um… And I want you to treat other people like the race that is on their forehead. OK? So everybody has a different race. Nobody knows what their race is, so… I want you to really go for it, cause this is real. You know, this isn’t just an exercise. This is real life. And… I have a dream that you will really let the sparks fly. Get ‘er done.  ";1;2
"Michael";" Why? Because Martin Luther King is a hero of mine. There’s this great Chris Rock bit about how streets named after Martin Luther King tend to be more violent. I’m not going to do it but it’s…  ";1;2
"Michael";" Oh this is a good one.";1;2
"Pam";" Um, hi. How are you?";1;2
"Stanley";" Fine. How are you?";1;2
"Pam";" Great.";1;2
"Michael";" Push it.";1;2
"Stanley";" I admire your culture’s success in America.";1;2
"Pam";" Thank you.";1;2
"Michael";" Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.";1;2
"Stanley";" Who am I supposed to be?";1;2
"Michael";" No, that was inadvertent. We didn’t actually plan that.";1;2
"Dwight";" Lots of cultures eat rice, doesn’t help me.";1;2
"Dwight";" Um… Shalom. I’d like to apply for a loan.";1;2
"Pam";" That’s nice, Dwight.";1;2
"Dwight";" OK, do me. Something stereotypical so I can get it really quick.";1;2
"Pam";" OK, I like your food.";1;2
"Dwight";" Outback steakhouse. [Australian accent] I’m Australian, mate!";1;2
"Michael";" Pam, come on. “I like your food.” Come on stir the pot. Stir the melting pot, Pam! Let’s do it. Let’s get ugly. Let’s get real.";1;2
"Pam";" OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be  a very good driver.";1;2
"Dwight";" Oh, man, am I a woman?  ";1;2
"Michael";" You’ll notice I didn’t have anybody be an Arab. I thought that would be too explosive. No pun intended. But I just though. “Too soon for Arabs.” Maybe next year. Um… You know, the ball’s in their court.  ";1;2
"Jim";" What are you watching?";1;2
"Ryan";" Chappelle’s Show.";1;2
"Jim";" Really?";1;2
"Ryan";" I downloaded it on her computer. I hope she doesn’t mind. She just had a lot of extra space.";1;2
"Jim";" No way. I think she likes this stuff.";1;2
"Ryan";" Great. She’s cute, huh?";1;2
"Jim";" Yeah, you know, she’s engaged, but…";1;2
"Ryan";" Oh, no, the girl in the… sketch.";1;2
"Jim";" Oh, yeah. She’s hot.  ";1;2
"Kevin";" Hey.";1;2
"Angela";" Hey.";1;2
"Kevin";" You wanna go to the beach?";1;2
"Angela";" Sure.";1;2
"Kevin";" You wanna get high?";1;2
"Angela";" No.";1;2
"Kevin";" I think you do, mon.";1;2
"Angela";" Stop…";1;2
"Michael";" OK. All right. No. It’s good. You just need to push it. You need to go a little bit further. All right. OK.  ";1;2
"Michael";" [Voice raised, Indian accent] Kelly, how are you?";1;2
"Kelly";" I just had the longest meeting.";1;2
"Michael";" Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. [Lowering voice] Try my googi, googi. [High-pitched voice] Try my googi, googi. Try my… [slap!]";1;2
"Michael";" [trying not to cry] All right! All right! Yes! That was great, she gets it! Now she knows what it’s like to be a minority.  ";1;2
"Jim";" [on the phone] Mr. Decker, we didn’t lose your sale today, did we? Excellent. OK. Let me just get your… what’s that? No, we didn’t close last time. I just need your… Oh. W-What code were you given? Oh, OK. That’s actually another salesman here. I can redo it if you want to do that. Oh, he gave you a discount? No, I don’t blame you.  ";1;2
"Michael";" I just hated it when that guy was in here. Mr. Brown, if that was his real name. I mean, he had never met any of us before, and here he was telling us how to do our thing. I just wanted… I just wanted to do it our way. You know? On our own. Man I should have gotten some food.";1;2
"Kevin";" [Itialian accent]Maybe some spagh-etti.";1;2
"Michael";" Okay, Kevin. You can take that off that thing, OK? That would really, really have shown him up, wouldn’t it? If I’d brought in some burritos or some colored greens. Or some pad Thai. I love pad Thai.";1;2
"Stanley";" It’s collard greens.";1;2
"Michael";" What?";1;2
"Stanley";" It’s collard greens.";1;2
"Michael";" That doesn’t really make sense. Because you don’t call them collared people, that’s offensive. Hmmm… OK, well, it’s after five. So… Thank you very much. Buena vista Oscar. Thank you. Good job. Oh, my man. Thank you Brazil. Nice.  ";1;2
"Jim";" [Pam is asleep, resting her head on Jim’s shoulder] Um… Hey.";1;2
"Pam";" [stirs] Mmmm.";1;2
"Jim";" Hey.";1;2
"Pam";" Oh.";1;2
"Jim";" We can go.";1;2
"Pam";" Sorry.";1;2
"Jim";" That’s fine.  ";1;2
"Jim";" Uh… Not a bad day.  ";1;2
"Mr. Brown";" Thanks for filling these out. I promise this will be quick. We only have about an hour.";1;2
"Michael";" Yeah. I would like to see us erase 100 years of racism in an hour.";1;2
"Mr. Brown";" Does this company have 100 years to erase?";1;2
"Michael";" No, the country.";1;2
"Mr. Brown";" Oh right, more like 200 years.";1;2
"Michael";" Yeah, more like a 1,000.";1;2
"Mr. Brown";" Okay, um. Uh, I’ll try to make this quick.  ";1;2
"Dwight";" I am a salesman, okay. And I don’t think we should be doing this during prime sales hours. If you can prove to me that diversity is going to help my sales, I’ll go elephant running with James Earl Jones. I really will, but not on spec.  ";1;2
